MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities
Santosh Kumar Gangwar,Elected,5/23/2019,In office,8,Uttar Pradesh,Bareilly,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., LL.B.; Educated at Agra University and Rohilkhand University, Bareilly (Uttar Pradesh)",71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-10-2019,2.5,1,2019-20,,,0,126356142,13055209
Tatkare Sunil Dattatray,Elected,5/23/2019,In office,1,Maharashtra,Raigad,Nationalist Congress Party,Male,Others,Information Not Available,64,16,0,165,0.82, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,2,,,,0,127487277,3221073
Rajyavardhan Singh Rathore,Elected,5/23/2019,In office,2,Rajasthan,Jaipur Rural,Bharatiya Janata Party,Male,Graduate,B.A,50,4,0,18,0.8, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,1,,,,0,127808070,0
Tokheho,Elected,5/23/2019,In office,2,Nagaland,Nagaland,Nationalist Democratic Progressive Party,Male,Graduate,Information not available,67,4,0,9,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,4,0,9,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,1,,,,0,128117474,18600000
Hans Raj Hans,Elected,5/23/2019,In office,1,Delhi,North West Delhi,Bharatiya Janata Party,Male,10th Pass,Information Not Available,57,3,0,15,0.58, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.8,49,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,1998-99,,,0,130937732,47897494
C. Lalrosanga,Elected,5/23/2019,In office,1,Mizoram,Mizoram,Mizo National Front,Male,Graduate,Information Not Available,62,1,0,4,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,1,0,4,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,0,131201374,0
Kuldeep Rai Sharma,Elected,5/23/2019,In office,1,Andaman and Nicobar Islands,Andaman and Nicobar Islands,Indian National Congress,Male,Graduate Professional,Information Not Available,Information not available,160,0,172,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,160,0,172,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,132233012,80450870
Satyadev Pachauri,Elected,5/23/2019,In office,1,Uttar Pradesh,Kanpur,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,72,3,0,21,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-10-2019,2.5,1,2019-20,,,0,132382819,31052190
K. Shanmugasundaram,Elected,5/23/2019,In office,1,Tamil Nadu,Pollachi,Dravida Munnetra Kazhagam,Male,Graduate Professional,Information Not Available,49,7,0,41,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,2,,,,0,133109284,13360639
C.N. Annadurai,Elected,5/23/2019,In office,1,Tamil Nadu,Tiruvannamalai,Dravida Munnetra Kazhagam,Male,Graduate,Information Not Available,46,7,0,17,0.74, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,2,-,,,0,134897466,32243604
Tapir Gao,Elected,5/23/2019,In office,2,Arunachal Pradesh,Arunachal East,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,55,15,0,25,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15,0,25,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-11-2019,2.5,1,1997-98,,,0,136628259,0
Shyam Singh Yadav,Elected,5/23/2019,In office,1,Uttar Pradesh,Jaunpur,Bahujan Samaj Party,Male,Post Graduate,Information Not Available,Information not available,14,0,19,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,1,,,,0,140717620,3577000
Jaskaur Meena,Elected,5/23/2019,In office,2,Rajasthan,Dausa,Bharatiya Janata Party,Female,Post Graduate,"M.A., B.Ed., Educated at Rajasthan University, Jaipur (Rajasthan)",72,19,0,35,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,11/10/2019,2.5,2,2018-19,,,0,143742564,5825431
V. Srinivas Prasad,Elected,5/23/2019,In office,1,Karnataka,Chamrajanagar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,Information not available,0,0,0,0.64, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-11-2019,2.5,1,,,,0,143804441,324909
Brijendra Singh,Elected,5/23/2019,In office,1,Haryana,Hisar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,47,7,0,12,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.9,0,25,0.94,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,1997-98,,,0,146408734,27225637
P. Velusamy,Elected,5/23/2019,In office,1,Tamil Nadu,Dindigul,Dravida Munnetra Kazhagam,Male,Illiterate,Information Not Available,52,3,0,22,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,1,,,,0,148076407,31474526
Jyotsna Charandas Mahant,Elected,5/23/2019,In office,1,Chhattisgarh,Korba,Indian National Congress,Female,Post Graduate,Information Not Available,66,3,0,24,0.73, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,2.5,1.49,1.49,1,2019-2020,6/11/2019,2.5,1,,,,0,150639697,0
Raju Bista,Elected,5/23/2019,In office,1,West Bengal,Darjeeling,Bharatiya Janata Party,Male,Graduate,Information Not Available,33,23,0,46,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,1,,"Eligible MPR not Received, Provisional Utilisation Certificate Pending.","Eligible MPR not Received, Provisional Utilisation Certificate Pending.",0,151106062,27428941
Manish Tewari,Elected,5/23/2019,In office,2,Punjab,Anandpur Sahib,Indian National Congress,Male,Graduate Professional,"B.A. (Hons.) Economics, LL.B; Educated at Punjab University, Chandigarh and University of Delhi, New Delhi",54,20,0,50,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,1.15,3.02,1,2019-2020,17-09-2019,2.5,1,,,,0,154637860,0
Parvesh Sahib Singh Verma,Elected,5/23/2019,In office,2,Delhi,West Delhi,Bharatiya Janata Party,Male,Post Graduate,M.B.A.,42,18,4,88,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.8,49,0.83,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,1,,Under Process.,Under Process.,0,155195014,40097329
Ramcharan Bohara,Elected,5/23/2019,In office,2,Rajasthan,Jaipur,Bharatiya Janata Party,Male,12th Pass,Higher Secondary,63,19,0,76,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,0,165322707,22000000
Diya Kumari,Elected,5/23/2019,In office,1,Rajasthan,Rajsamand,Bharatiya Janata Party,Female,Others,Information Not Available,49,7,0,44,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,2,2018-19,,,0,165984623,0
Sujay Radhakrishna Vikhepatil,Elected,5/23/2019,In office,1,Maharashtra,Ahmednagar,Bharatiya Janata Party,Male,Doctorate,Information Not Available,38,18,0,68,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,0,168664576,2623964
Raksha Nikhil Khadase,Elected,5/23/2019,In office,2,Maharashtra,Raver,Bharatiya Janata Party,Female,Graduate,B.Sc (Computer Science),32,16,0,93,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,30-01-2020,2.5,1,2019-20,,,0,172713734,0
Kalyan Banerjee,Elected,5/23/2019,In office,3,West Bengal,Serampore,All India Trinamool Congress,Male,Graduate Professional,"B.Com., LL.B; Educated at Bankura Samilani College, Bankura",63,22,0,16,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,21-08-2019,2.5,1,,,,0,175968902,5522403
Lavu Sri Krishna Devarayalu,Elected,5/23/2019,In office,1,Andhra Pradesh,Narasaraopet,Yuvajana Sramika Rythu Congress Party,Male,Graduate Professional,Information Not Available,36,16,0,39,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-09-2019,2.5,2,2018-19,,,0,177710073,10142413
Vanga Geethaviswanatham,Elected,5/23/2019,In office,1,Andhra Pradesh,Kakinada,Yuvajana Sramika Rythu Congress Party,Female,Post Graduate,Information Not Available,57,29,0,79,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,-0.74,2.45,1,2019-2020,26-09-2019,2.5,2,2017-18,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,202528594,34416887
Ravindra Shyamnarayan,Elected,5/23/2019,In office,1,Uttar Pradesh,Gorakhpur,Bharatiya Janata Party,Male,12th Pass,Information Not Available,50,20,4,97,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,2,2017-18,,,0,208494688,17711043
Thalikkottai Rajuthevar Baalu,Elected,5/23/2019,In office,6,Tamil Nadu,Sriperumbudur,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",78,26,0,32,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,1,,,,0,208806446,0
D.V. Sadananda Gowda,Elected,5/23/2019,In office,4,Karnataka,Bangalore North,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., L.L.B.; Educated at St. Phelomena College, Puttur, Dakshina Kannada, Karnataka and Vaikunta Baliga Law Collge, Udupi",66,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,1,2019-20,,,0,209384539,104302653
Lalubhai Babubhai Patel,Elected,5/23/2019,In office,3,Daman and Diu,Daman and Diu,Bharatiya Janata Party,Male,8th Pass,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",64,3,0,1,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,3,0,1,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,11/3/2020,2.5,1,1997-98,,,0,213993750,9969514
Sunil Kumar Singh,Elected,5/23/2019,In office,2,Jharkhand,Chatra,Bharatiya Janata Party,Male,Post Graduate,"M.B.A., M.A. (Sociology)",58,16,4,92,0.76, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.45,2.45,1,2019-2020,1/10/2019,2.5,1,,,,0,226209137,1889051
Subhash Baheria,Elected,5/23/2019,In office,3,Rajasthan,Bhilwara,Bharatiya Janata Party,Male,Graduate,F.C.A. (Chartered Accountant),63,16,0,5,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,2,2018-19,,,0,232703276,1827380
Kirti Vardhan Singh,Elected,5/23/2019,In office,4,Uttar Pradesh,Gonda,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Geology) 
Educated at Lucknow University, Lucknow, Uttar Pradesh",53,3,0,14,0.85, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,2,2018-19,,,0,232735285,23201603
Jai Prakash,Elected,5/23/2019,In office,5,Uttar Pradesh,Hardoi,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B., Educated at Lucknow University (Uttar Pradesh)",61,1,0,33,0.79, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,2,,,,0,234032624,2615368
Sumalatha Ambareesh,Elected,5/23/2019,In office,1,Karnataka,Mandya,Independent,Female,10th Pass,Information Not Available,56,6,0,9,0.68, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,-2.32,2.16,1,2019-2020,6/11/2019,2.5,2,2017-18,,,0,234154139,14232295
